codigo_sinapi;descricao_sinapi;unidade_medida;custo
100708;FECHO DE EMBUTIR TIPO UNHA 40CM. AF_12/2019;UN;"221,52"
100709;"DOBRADIÇA EM AÇO/FERRO, 3"" X 21/2"", E=1,9 A 2MM, SEN ANEL, CROMADO OU ZINCADO, TAMPA BOLA, COM PARAFUSOS. AF_12/2019";UN;"57,19"
100710;DOBRADIÇA TIPO VAI E VEM EM LATÃO POLIDO 3". AF_12/2019;UN;"128,85"
102151;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 3 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"139,70"
102152;"INSTALAÇÃO DE VIDRO LISO, E = 4 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"152,74"
102153;"INSTALAÇÃO DE VIDRO LISO FUME, E = 4 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"187,51"
102154;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 5 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"160,60"
102155;"INSTALAÇÃO DE VIDRO LISO FUME, E = 5 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"189,05"
102156;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 6 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"177,58"
102157;"INSTALAÇÃO DE VIDRO LISO FUME, E = 6 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"238,44"
102158;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 8 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"237,73"
102159;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 10 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"280,19"
102160;"INSTALAÇÃO DE VIDRO IMPRESSO, E = 4 MM, EM ESQUADRIA DE MADEIRA, FIXADO COM BAGUETE. AF_01/2021";M2;"135,35"
102161;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 3 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"241,97"
102162;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 4 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"255,01"
102163;"INSTALAÇÃO DE VIDRO LISO FUME, E = 4 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"289,78"
102164;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 5 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"244,05"
102165;"INSTALAÇÃO DE VIDRO LISO FUME, E = 5 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"272,50"
102166;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 6 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"242,20"
102167;"INSTALAÇÃO DE VIDRO LISO FUME, E = 6 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"303,06"
102168;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 8 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"285,61"
102169;"INSTALAÇÃO DE VIDRO LISO INCOLOR, E = 10 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"321,89"
102170;"INSTALAÇÃO DE VIDRO IMPRESSO, E = 4 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"237,62"
102171;"INSTALAÇÃO DE VIDRO ARAMADO, E = 6 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"383,15"
102172;"INSTALAÇÃO DE VIDRO ARAMADO, E = 7 MM, EM ESQUADRIA DE ALUMÍNIO OU PVC, FIXADO COM BAGUETE. AF_01/2021_PS";M2;"363,91"
102176;"INSTALAÇÃO DE VIDRO LAMINADO, E = 8 MM (4+4), ENCAIXADO EM PERFIL U. AF_01/2021_PS";M2;"681,67"
102177;"INSTALAÇÃO DE VIDRO LAMINADO, E = 12 MM (4+4+4), ENCAIXADO EM PERFIL U. AF_01/2021_PS";M2;"1.292,37"
102178;"INSTALAÇÃO DE VIDRO LAMINADO, E = 15 MM (5+5+5), ENCAIXADO EM PERFIL U. AF_01/2021_PS";M2;"1.468,06"
102179;"INSTALAÇÃO DE VIDRO TEMPERADO, E = 6 MM, ENCAIXADO EM PERFIL U. AF_01/2021_PS";M2;"428,15"
102180;"INSTALAÇÃO DE VIDRO TEMPERADO, E = 8 MM, ENCAIXADO EM PERFIL U. AF_01/2021_PS";M2;"503,29"
102181;"INSTALAÇÃO DE VIDRO TEMPERADO, E = 10 MM, ENCAIXADO EM PERFIL U. AF_01/2021_PS";M2;"603,21"
102182;"PORTA PIVOTANTE DE VIDRO TEMPERADO, 90X210 CM, ESPESSURA 10 MM, INCLUSIVE ACESSÓRIOS. AF_01/2021";UN;"1.290,41"
102183;"PORTA PIVOTANTE DE VIDRO TEMPERADO, 2 FOLHAS DE 90X210 CM, ESPESSURA DE 10MM, INCLUSIVE ACESSÓRIOS. AF_01/2021";UN;"2.595,22"
102184;"PORTA DE ABRIR COM MOLA HIDRÁULICA, EM VIDRO TEMPERADO, 90X210 CM, ESPESSURA 10 MM, INCLUSIVE ACESSÓRIOS. AF_01/2021";UN;"2.450,23"
102185;"PORTA DE ABRIR COM MOLA HIDRÁULICA, EM VIDRO TEMPERADO, 2 FOLHAS DE 90X210 CM, ESPESSURA DD 10MM, INCLUSIVE ACESSÓRIOS. AF_01/2021";UN;"4.914,47"
102190;REMOÇÃO DE VIDRO LISO COMUM DE ESQUADRIA COM BAGUETE DE MADEIRA. AF_01/2021;M2;"22,14"
102191;REMOÇÃO DE VIDRO LISO COMUM DE ESQUADRIA COM BAGUETE DE ALUMÍNIO OU PVC. AF_01/2021;M2;"26,91"
102192;REMOÇÃO DE VIDRO TEMPERADO FIXADO EM PERFIL U. AF_01/2021;M2;"19,20"
94569;"JANELA DE ALUMÍNIO TIPO MAXIM-AR, COM VIDROS, BATENTE E FERRAGENS. EXCLUSIVE ALIZAR, ACABAMENTO E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M2;"778,44"
94570;"JANELA DE ALUMÍNIO DE CORRER COM 2 FOLHAS PARA VIDROS, COM VIDROS, BATENTE, ACABAMENTO COM ACETATO OU BRILHANTE E FERRAGENS. EXCLUSIVE ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M2;"401,75"
94572;"JANELA DE ALUMÍNIO DE CORRER COM 3 FOLHAS (2 VENEZIANAS E 1 PARA VIDRO), COM VIDROS, BATENTE E FERRAGENS. EXCLUSIVE ACABAMENTO, ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M2;"573,57"
94573;"JANELA DE ALUMÍNIO DE CORRER COM 4 FOLHAS PARA VIDROS, COM VIDROS, BATENTE, ACABAMENTO COM ACETATO OU BRILHANTE E FERRAGENS. EXCLUSIVE ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M2;"467,71"
94580;"JANELA DE ALUMÍNIO DE CORRER COM 6 FOLHAS (2 VENEZIANAS FIXAS, 2 VENEZIANAS DE CORRER E 2 PARA VIDRO), COM VIDROS, BATENTE, ACABAMENTO COM ACETATO OU BRILHANTE E FERRAGENS. EXCLUSIVE ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M2;"641,23"
94589;"CONTRAMARCO DE ALUMÍNIO, FIXAÇÃO COM ARGAMASSA - FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M;"25,74"
94590;"CONTRAMARCO DE ALUMÍNIO, FIXAÇÃO COM PARAFUSO - FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M;"20,23"
100674;"JANELA FIXA DE ALUMÍNIO PARA VIDRO, COM VIDRO, BATENTE E FERRAGENS. EXCLUSIVE ACABAMENTO, ALIZAR E CONTRAMARCO. FORNECIMENTO E INSTALAÇÃO. AF_12/2019";M2;"839,71"
101096;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"1.344,57"
101097;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"1.267,17"
101098;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"1.168,94"
101099;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"1.064,75"
101100;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"936,95"
101101;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"914,62"
101102;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"892,25"
101103;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"837,33"
101104;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"1.275,79"
101105;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"1.199,76"
101106;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"1.104,12"
101107;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MANUAL, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"1.002,71"
101108;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 70CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"861,53"
101109;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 80CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"840,92"
101110;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 100CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"821,90"
101111;"TUBULÃO A CÉU ABERTO, DIÂMETRO DO FUSTE DE 120CM, ESCAVAÇÃO MECÂNICA, SEM ALARGAMENTO DE BASE, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"770,51"
101112;"ALARGAMENTO DE BASE DE TUBULÃO A CÉU ABERTO, ESCAVAÇÃO MANUAL, CONCRETO FEITO EM OBRA E LANÇADO COM JERICA. AF_05/2020";M3;"920,24"
101113;"ALARGAMENTO DE BASE DE TUBULÃO A CÉU ABERTO, ESCAVAÇÃO MANUAL, CONCRETO USINADO E LANÇADO COM BOMBA OU DIRETAMENTE DO CAMINHÃO. AF_05/2020";M3;"855,88"
95601;"ARRASAMENTO MECANICO DE ESTACA DE CONCRETO ARMADO, DIAMETROS DE ATÉ 40 CM. AF_05/2021";UN;"22,22"
95602;"ARRASAMENTO MECANICO DE ESTACA DE CONCRETO ARMADO, DIAMETROS DE 41 CM A 60 CM. AF_05/2021";UN;"35,55"
95603;"ARRASAMENTO MECANICO DE ESTACA DE CONCRETO ARMADO, DIAMETROS DE 61 CM A 80 CM. AF_05/2021";UN;"60,64"
95604;"ARRASAMENTO MECANICO DE ESTACA DE CONCRETO ARMADO, DIAMETROS DE 81 CM A 100 CM. AF_05/2021";UN;"94,12"
95605;"ARRASAMENTO MECANICO DE ESTACA DE CONCRETO ARMADO, DIAMETROS DE 101 CM A 150 CM. AF_05/2021";UN;"172,84"
95607;"ARRASAMENTO DE ESTACA METÁLICA, PERFIL LAMINADO TIPO  I  FAMÍLIA 250. AF_05/2021";UN;"24,41"
95608;"ARRASAMENTO MECÂNICO DE ESTACA METÁLICA, PERFIL LAMINADO TIPO  H - FAMÍLIA 250. AF_05/2021";UN;"35,42"
95609;"ARRASAMENTO MECÂNICO DE ESTACA METÁLICA, PERFIL LAMINADO TIPO  H - FAMÍLIA 310. AF_05/2021";UN;"44,92"
100651;"ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 30 CM, INCLUSO CONCRETO FCK=30MPA E ARMADURA MÍNIMA (EXCLUSIVE MOBILIZAÇÃO, DESMOBILIZAÇÃO E BOMBEAMENTO). AF_12/2019";M;"129,92"
100652;"ESTACA HÉLICE CONTÍNUA , DIÂMETRO DE 50 CM, INCLUSO CONCRETO FCK=30MPA E ARMADURA MÍNIMA (EXCLUSIVE MOBILIZAÇÃO, DESMOBILIZAÇÃO E BOMBEAMENTO). AF_12/2019";M;"239,60"
100653;"ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 70 CM, INCLUSO CONCRETO FCK=30MPA E ARMADURA MÍNIMA (EXCLUSIVE MOBILIZAÇÃO, DESMOBILIZAÇÃO E BOMBEAMENTO). AF_12/2019";M;"392,70"
100654;"ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 80 CM, INCLUSO CONCRETO FCK=30MPA E ARMADURA MÍNIMA (EXCLUSIVE MOBILIZAÇÃO, DESMOBILIZAÇÃO E BOMBEAMENTO). AF_12/2019.";M;"536,41"
100655;"ESTACA HÉLICE CONTÍNUA, DIÂMETRO DE 90 CM, INCLUSO CONCRETO FCK=30MPA E ARMADURA MÍNIMA (EXCLUSIVE MOBILIZAÇÃO, DESMOBILIZAÇÃO E BOMBEAMENTO). AF_12/2019.";M;"614,22"
100656;"ESTACA PRÉ-MOLDADA DE CONCRETO, SEÇÃO QUADRADA, CAPACIDADE DE 25 TONELADAS, INCLUSO EMENDA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_12/2019";M;"114,15"
100657;"ESTACA PRÉ-MOLDADA DE CONCRETO SEÇÃO QUADRADA, CAPACIDADE DE 50 TONELADAS, INCLUSO EMENDA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_12/2019";M;"146,22"
100658;"ESTACA PRÉ-MOLDADA DE CONCRETO CENTRIFUGADO, SEÇÃO CIRCULAR, CAPACIDADE DE 100 TONELADAS, INCLUSO EMENDA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_12/2019";M;"332,24"
100889;"ESTACA METÁLICA PARA FUNDAÇÃO, UTILIZANDO PERFIL LAMINADO HP250X62 (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";KG;"15,13"
100890;"ESTACA METÁLICA PARA FUNDAÇÃO, UTILIZANDO PERFIL LAMINADO HP310X79 (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";KG;"14,93"
100892;"ESTACA METÁLICA PARA CONTENÇÃO, UTILIZANDO PERFIL LAMINADO W250X32,7 (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";KG;"14,48"
100893;"ESTACA METÁLICA PARA CONTENÇÃO, UTILIZANDO PERFIL LAMINADO W250X38,5 (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";KG;"14,26"
100894;"ESTACA METÁLICA PARA CONTENÇÃO, UTILIZANDO PERFIL LAMINADO W250X44,8 (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";KG;"14,12"
100896;"ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 25CM DE DIÂMETRO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";M;"58,82"
100897;"ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 40CM DE DIÂMETRO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";M;"109,87"
100898;"ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60CM DE DIÂMETRO, CONCRETO LANÇADO POR CAMINHÃO BETONEIRA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";M;"205,85"
100899;"ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 25CM DE DIÂMETRO, CONCRETO LANÇADO MANUALMENTE (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";M;"88,88"
100900;"ESTACA ESCAVADA MECANICAMENTE, SEM FLUIDO ESTABILIZANTE, COM 60CM DE DIÂMETRO, CONCRETO LANÇADO POR BOMBA LANÇA (EXCLUSIVE MOBILIZAÇÃO E DESMOBILIZAÇÃO). AF_01/2020";M;"235,74"
101173;"ESTACA BROCA DE CONCRETO, DIÂMETRO DE 20CM, ESCAVAÇÃO MANUAL COM TRADO CONCHA, COM ARMADURA DE ARRANQUE. AF_05/2020";M;"67,33"
101174;"ESTACA BROCA DE CONCRETO, DIÂMETRO DE 25CM, ESCAVAÇÃO MANUAL COM TRADO CONCHA, COM ARMADURA DE ARRANQUE. AF_05/2020";M;"94,57"
101175;"ESTACA BROCA DE CONCRETO, DIÂMETRO DE 30CM, ESCAVAÇÃO MANUAL COM TRADO CONCHA, COM ARMADURA DE ARRANQUE. AF_05/2020";M;"129,03"
101176;"ESTACA BROCA DE CONCRETO, DIÂMETRO DE 30CM, ESCAVAÇÃO MANUAL COM TRADO CONCHA, INTEIRAMENTE ARMADA. AF_05/2020";M;"162,34"
102521;"ARRASAMENTO MECÂNICO DE ESTACA BARRETE DE CONCRETO ARMADO, SEÇÃO DE 0,40 X 2,50 M. AF_05/2021";UN;"142,58"
102522;"ARRASAMENTO MECÂNICO DE ESTACA BARRETE DE CONCRETO ARMADO, SEÇÃO DE 0,60 X 2,50 M. AF_05/2021";UN;"209,17"
102523;"ARRASAMENTO MECÂNICO DE ESTACA BARRETE DE CONCRETO ARMADO, SEÇÃO DE 0,80 X 2,50 M. AF_05/2021";UN;"275,75"
95240;"LASTRO DE CONCRETO MAGRO, APLICADO EM PISOS, LAJES SOBRE SOLO OU RADIERS, ESPESSURA DE 3 CM. AF_07/2016";M2;"19,37"
95241;"LASTRO DE CONCRETO MAGRO, APLICADO EM PISOS, LAJES SOBRE SOLO OU RADIERS, ESPESSURA DE 5 CM. AF_07/2016";M2;"32,30"
96616;"LASTRO DE CONCRETO MAGRO, APLICADO EM BLOCOS DE COROAMENTO OU SAPATAS. AF_08/2017";M3;"677,65"
96617;"LASTRO DE CONCRETO MAGRO, APLICADO EM BLOCOS DE COROAMENTO OU SAPATAS, ESPESSURA DE 3 CM. AF_08/2017";M2;"20,31"
96619;"LASTRO DE CONCRETO MAGRO, APLICADO EM BLOCOS DE COROAMENTO OU SAPATAS, ESPESSURA DE 5 CM. AF_08/2017";M2;"33,87"
96620;"LASTRO DE CONCRETO MAGRO, APLICADO EM PISOS, LAJES SOBRE SOLO OU RADIERS. AF_08/2017";M3;"646,27"
96621;"LASTRO COM MATERIAL GRANULAR, APLICAÇÃO EM BLOCOS DE COROAMENTO, ESPESSURA DE *5 CM*. AF_08/2017";M3;"258,67"
96622;"LASTRO COM MATERIAL GRANULAR, APLICADO EM PISOS OU LAJES SOBRE SOLO, ESPESSURA DE *5 CM*. AF_08/2017";M3;"166,49"
96623;"LASTRO COM MATERIAL GRANULAR, APLICADO EM BLOCOS DE COROAMENTO, ESPESSURA DE *10 CM*. AF_08/2017";M3;"237,18"
96624;"LASTRO COM MATERIAL GRANULAR (PEDRA BRITADA N.2), APLICADO EM PISOS OU LAJES SOBRE SOLO, ESPESSURA DE *10 CM*. AF_08/2017";M3;"158,91"
97082;ESCAVAÇÃO MANUAL DE VIGA DE BORDA PARA RADIER. AF_09/2021;M3;"75,85"
97083;"COMPACTAÇÃO MECÂNICA DE SOLO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM COMPACTADOR DE SOLOS A PERCUSSÃO. AF_09/2021";M2;"4,01"
97084;"COMPACTAÇÃO MECÂNICA DE SOLO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM COMPACTADOR DE SOLOS TIPO PLACA VIBRATÓRIA. AF_09/2021";M2;"0,83"
97086;"FABRICAÇÃO, MONTAGEM E DESMONTAGEM DE FORMA PARA RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, EM MADEIRA SERRADA, 4 UTILIZAÇÕES. AF_09/2021";M2;"157,42"
97087;"CAMADA SEPARADORA PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, EM LONA PLÁSTICA. AF_09/2021";M2;"2,13"
97088;"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-92. AF_09/2021";KG;"17,64"
97089;"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-113. AF_09/2021";KG;"16,09"
97090;"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-138. AF_09/2021";KG;"15,76"
97091;"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-159. AF_09/2021";KG;"15,25"
97092;"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-196. AF_09/2021";KG;"14,72"
97093;"ARMAÇÃO PARA EXECUÇÃO DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, COM USO DE TELA Q-283. AF_09/2021";KG;"13,78"
97096;"CONCRETAGEM DE RADIER, PISO DE CONCRETO OU LAJE SOBRE SOLO, FCK 30 MPA - LANÇAMENTO, ADENSAMENTO E ACABAMENTO. AF_09/2021";M3;"511,33"
97097;ACABAMENTO POLIDO PARA PISO DE CONCRETO ARMADO OU LAJE SOBRE SOLO DE ALTA RESISTÊNCIA. AF_09/2021;M2;"35,47"
97101;"EXECUÇÃO DE RADIER, ESPESSURA DE 10 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"164,72"
97102;"EXECUÇÃO DE RADIER, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"204,86"
97103;"EXECUÇÃO DE RADIER, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"241,10"
100322;"LASTRO COM MATERIAL GRANULAR (PEDRA BRITADA N.3), APLICADO EM PISOS OU LAJES SOBRE SOLO, ESPESSURA DE *10 CM*. AF_07/2019";M3;"151,95"
100323;"LASTRO COM MATERIAL GRANULAR (AREIA MÉDIA), APLICADO EM PISOS OU LAJES SOBRE SOLO, ESPESSURA DE *10 CM*. AF_07/2019";M3;"167,92"
100324;"LASTRO COM MATERIAL GRANULAR (PEDRA BRITADA N.1 E PEDRA BRITADA N.2), APLICADO EM PISOS OU LAJES SOBRE SOLO, ESPESSURA DE *10 CM*. AF_07/2019";M3;"158,60"
103072;"EXECUÇÃO DE RADIER, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"284,49"
103073;"EXECUÇÃO DE RADIER, ESPESSURA DE 30 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"345,12"
103074;"EXECUÇÃO DE PISO DE CONCRETO, SEM ACABAMENTO SUPERFICIAL, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"160,23"
103075;"EXECUÇÃO DE PISO DE CONCRETO, COM ACABAMENTO SUPERFICIAL, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"195,70"
103076;"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 10 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"143,67"
103077;"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 15 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"183,80"
103078;"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 20 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"220,04"
103079;"EXECUÇÃO DE LAJE SOBRE SOLO, ESPESSURA DE 25 CM, FCK = 30 MPA, COM USO DE FORMAS EM MADEIRA SERRADA. AF_09/2021";M2;"263,44"
